date_of_sale,address,county,price,vat_exclusive,property_description,property_size,place_id,geocoding_url,latitude,longitude,formatted_address,eircode,accuracy,region,electoral_district_id,electoral_district,bus_distance,train_distance
04/01/2010,"Carrowtrasna, Carrowmore Lacken, Ballina",Mayo,245000.0,No,Second-Hand Dwelling house /Apartment,,ChIJqRah71olWUgRZy5QHtTJ3Yo,"https://maps.googleapis.com/maps/api/geocode/json?address=Carrowtrasna,+Carrowmore+Lacken,+Ballina,+Mayo,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",54.2681905,-9.2359674,"Carrowtrasna, Carrowmore Lacken, Co. Mayo, Ireland",,APPROXIMATE,West,29027,Lackan South,0.8292794899997948,18.347124019876414
04/01/2010,"No. 11 Blackrock Court, Quay Road, Ballina",Mayo,172500.0,No,Second-Hand Dwelling house /Apartment,,ChIJbX_K_KM3WUgRaetumDBO1E8,"https://maps.googleapis.com/maps/api/geocode/json?address=No.+11+Blackrock+Court,+Quay+Road,+Ballina,+Mayo,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",54.125432,-9.1385228,"11 Blackrock Ct, Quignalecka, Ballina, Co. Mayo, F26 R6Y7, Ireland",F26 R6Y7,ROOFTOP,West,29007,Ardnaree South Rural,1.3865405096975485,2.322842366750276
05/01/2010,"13  Slievemore Apartments, Dugort, Achill",Mayo,120000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJM4fn8pqYWUgRWpmrorV-aLg,"https://maps.googleapis.com/maps/api/geocode/json?address=13+Slievemore+Apartments,+Dugort,+Achill,+Mayo,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",54.00625300000001,-10.0287353,"Apartment 13, Slievemore Apartments, The Colony, Doogort, Co. Mayo, Ireland",,ROOFTOP,West,29152,Slievemore,0.6229952570219773,41.242296902712155
11/01/2010,"33, St. Patrick'S Estate, Ballina",Mayo,127000.0,No,Second-Hand Dwelling house /Apartment,,ChIJv8I4Iog3WUgR2PVRHb_eXk8,"https://maps.googleapis.com/maps/api/geocode/json?address=33,+St.+Patrick'S+Estate,+Ballina,+Mayo,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",54.11616489999999,-9.171732,"33 St Patrick's Estate, Ballina, Co. Mayo, F26 W4C0, Ireland",F26 W4C0,ROOFTOP,West,29002,Ballina Urban,0.7785573674401809,1.0476614964040385
14/01/2010,"Lurgan, Brickens, Claremorris",Mayo,185000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ__xdNXtTWUgRvYBz2EkalPY,"https://maps.googleapis.com/maps/api/geocode/json?address=Lurgan,+Brickens,+Claremorris,+Mayo,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.850732,-8.887544499999997,"Lurgan, Co. Mayo, Ireland",,APPROXIMATE,West,29113,Kilkelly,1.9712018835287188,12.993476631564304
21/01/2010,"12 Castlegrove Mall, Csatlebar, Mayo",Mayo,140000.0,No,Second-Hand Dwelling house /Apartment,,ChIJZxobtAxdWUgR3mUcEgxPXok,"https://maps.googleapis.com/maps/api/geocode/json?address=12+Castlegrove+Mall,+Csatlebar,+Mayo,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.8621253,-9.296475599999999,"12 Castlegrove, Knockthomas, Castlebar, Co. Mayo, F23 C972, Ireland",F23 C972,ROOFTOP,West,29003,Castlebar Urban,0.27983750284966,1.6679028931969366
22/01/2010,"9 Old Racecourse, Knock Road, Ballyhaunis",Mayo,114537.44,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,ChIJLYtWAJ-qXkgR1N0lotDobzU,"https://maps.googleapis.com/maps/api/geocode/json?address=9+Old+Racecourse,+Knock+Road,+Ballyhaunis,+Mayo,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.7660694,-8.782293899999999,"9 The Old Racecourse, Tooraree, Ballyhaunis, Co. Mayo, F35 CX23, Ireland",F35 CX23,ROOFTOP,West,29085,Ballyhaunis,1.0121448031045426,1.543051321809603
22/01/2010,"Carramore, Killasser, Swinford",Mayo,58000.0,No,Second-Hand Dwelling house /Apartment,,ChIJ7RPdVmhlWUgRQqi5uqfHACY,"https://maps.googleapis.com/maps/api/geocode/json?address=Carramore,+Killasser,+Swinford,+Mayo,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",53.8676541,-9.5517424,"Carramore, Rosduane, Co. Mayo, Ireland",,APPROXIMATE,West,29135,Derryloughan,0.7276940964132109,8.403105037295893
22/01/2010,"Glen Erin, Shanaghy, Ballina",Mayo,150000.0,No,Second-Hand Dwelling house /Apartment,,ChIJnfFhxL83WUgR38lQ70bHztA,"https://maps.googleapis.com/maps/api/geocode/json?address=Glen+Erin,+Shanaghy,+Ballina,+Mayo,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",54.1109436,-9.1390668,"Glen Erin, Abbeyhalfquarter, Ballina, Co. Mayo, Ireland",,ROOFTOP,West,29001,Ardnaree South Urban,0.9407724439323768,1.4256512185243655
22/01/2010,"Upper Market Street, Killala",Mayo,35000.0,No,Second-Hand Dwelling house /Apartment,,ChIJOeAMZX06WUgRcKkxl6nHAAo,"https://maps.googleapis.com/maps/api/geocode/json?address=Upper+Market+Street,+Killala,+Mayo,+Ireland&key=AIzaSyA1vJtESoYOSSuM_yTI1j1jpPGpxx_VGyk",54.21251460000001,-9.2209999,"Townplots East, Killala, Co. Mayo, Ireland",,APPROXIMATE,West,29025,Killala,0.01298108458876317,12.140037246398867
